"","state2fullfips","y1_statefips","y1_countyfips","y2_statefips","y2_countyfips","y2_state","y2_countyname","n1","n2","agi","state1fullfips","name","lng","lat"
"1","01003","06","037","01","003","AL","Baldwin County",23,41,1453,"06037","Baldwin",-87.72274477,30.72782468
"2","01003","06","073","01","003","AL","Baldwin County",37,84,3991,"06073","Baldwin",-87.72274477,30.72782468
"3","01073","06","037","01","073","AL","Jefferson County",85,126,6083,"06037","Jefferson",-86.89657084,33.5543433
"4","01073","06","071","01","073","AL","Jefferson County",20,44,933,"06071","Jefferson",-86.89657084,33.5543433
"5","01073","06","073","01","073","AL","Jefferson County",38,62,1923,"06073","Jefferson",-86.89657084,33.5543433
"6","01081","06","037","01","081","AL","Lee County",20,32,938,"06037","Lee",-85.35522451,32.60106116
"7","01081","06","073","01","081","AL","Lee County",20,32,1138,"06073","Lee",-85.35522451,32.60106116
"8","01089","06","065","01","089","AL","Madison County",26,70,1731,"06065","Madison",-86.55056927,34.76292257
"9","01089","06","037","01","089","AL","Madison County",88,161,7211,"06037","Madison",-86.55056927,34.76292257
"10","01089","06","071","01","089","AL","Madison County",28,62,1497,"06071","Madison",-86.55056927,34.76292257
"11","01089","06","059","01","089","AL","Madison County",32,56,2517,"06059","Madison",-86.55056927,34.76292257
"12","01089","06","073","01","089","AL","Madison County",70,130,5561,"06073","Madison",-86.55056927,34.76292257
"13","01089","06","067","01","089","AL","Madison County",27,60,1865,"06067","Madison",-86.55056927,34.76292257
"14","01097","06","037","01","097","AL","Mobile County",44,74,1920,"06037","Mobile",-88.20659057,30.77909854
"15","01097","06","073","01","097","AL","Mobile County",24,48,1168,"06073","Mobile",-88.20659057,30.77909854
"16","01101","06","037","01","101","AL","Montgomery County",32,57,1898,"06037","Montgomery",-86.20787706,32.22089414
"17","01117","06","037","01","117","AL","Shelby County",24,38,1815,"06037","Shelby",-86.66137476,33.26405258
"18","01117","06","073","01","117","AL","Shelby County",22,35,1342,"06073","Shelby",-86.66137476,33.26405258
"19","02020","06","073","02","020","AK","Anchorage Municipality",62,93,5346,"06073","Anchorage",-149.1118883,61.15068906
"20","02020","06","065","02","020","AK","Anchorage Municipality",37,65,1583,"06065","Anchorage",-149.1118883,61.15068906
"21","02020","06","037","02","020","AK","Anchorage Municipality",84,131,4864,"06037","Anchorage",-149.1118883,61.15068906
"22","02020","06","075","02","020","AK","Anchorage Municipality",20,27,2272,"06075","Anchorage",-149.1118883,61.15068906
"23","02020","06","071","02","020","AK","Anchorage Municipality",37,67,1780,"06071","Anchorage",-149.1118883,61.15068906
"24","02020","06","059","02","020","AK","Anchorage Municipality",28,44,1405,"06059","Anchorage",-149.1118883,61.15068906
"25","02020","06","067","02","020","AK","Anchorage Municipality",20,36,1476,"06067","Anchorage",-149.1118883,61.15068906
"26","02020","06","001","02","020","AK","Anchorage Municipality",26,33,1918,"06001","Anchorage",-149.1118883,61.15068906
"27","02020","06","095","02","020","AK","Anchorage Municipality",22,57,2656,"06095","Anchorage",-149.1118883,61.15068906
"28","02090","06","037","02","090","AK","Fairbanks North Star Borough",34,50,1769,"06037","Fairbanks North Star",-146.5623662,64.8083752
"29","02090","06","073","02","090","AK","Fairbanks North Star Borough",25,40,1064,"06073","Fairbanks North Star",-146.5623662,64.8083752
"30","02090","06","071","02","090","AK","Fairbanks North Star Borough",25,56,1220,"06071","Fairbanks North Star",-146.5623662,64.8083752
"31","02122","06","037","02","122","AK","Kenai Peninsula Borough",23,40,1242,"06037","Kenai Peninsula",-151.5611779,60.2537748
"32","02170","06","073","02","170","AK","Matanuska-Susitna Borough",23,48,1397,"06073","Matanuska-Susitna",-149.5691006,62.31571716
"33","04001","06","073","04","001","AZ","Apache County",22,36,956,"06073","Apache",-109.488754,35.39559896
"34","04003","06","071","04","003","AZ","Cochise County",47,78,3297,"06071","Cochise",-109.7510129,31.87959362
"35","04003","06","073","04","003","AZ","Cochise County",89,161,4996,"06073","Cochise",-109.7510129,31.87959362
"36","04003","06","059","04","003","AZ","Cochise County",21,32,1486,"06059","Cochise",-109.7510129,31.87959362
"37","04003","06","065","04","003","AZ","Cochise County",50,105,2672,"06065","Cochise",-109.7510129,31.87959362
"38","04003","06","037","04","003","AZ","Cochise County",36,57,2113,"06037","Cochise",-109.7510129,31.87959362
"39","04005","06","065","04","005","AZ","Coconino County",68,119,7340,"06065","Coconino",-111.7705493,35.83875351
"40","04005","06","111","04","005","AZ","Coconino County",21,29,649,"06111","Coconino",-111.7705493,35.83875351
"41","04005","06","059","04","005","AZ","Coconino County",61,95,6037,"06059","Coconino",-111.7705493,35.83875351
"42","04005","06","073","04","005","AZ","Coconino County",89,155,8011,"06073","Coconino",-111.7705493,35.83875351
"43","04005","06","071","04","005","AZ","Coconino County",67,125,3710,"06071","Coconino",-111.7705493,35.83875351
"44","04005","06","037","04","005","AZ","Coconino County",118,174,9412,"06037","Coconino",-111.7705493,35.83875351
"45","04005","06","001","04","005","AZ","Coconino County",21,33,2199,"06001","Coconino",-111.7705493,35.83875351
"46","04007","06","037","04","007","AZ","Gila County",31,48,5465,"06037","Gila",-110.8119677,33.79996932
"47","04007","06","065","04","007","AZ","Gila County",35,67,2647,"06065","Gila",-110.8119677,33.79996932
"48","04007","06","073","04","007","AZ","Gila County",28,53,3013,"06073","Gila",-110.8119677,33.79996932
"49","04012","06","065","04","012","AZ","La Paz County",80,135,4503,"06065","La Paz",-113.981207,33.7291609
"50","04012","06","071","04","012","AZ","La Paz County",52,98,5748,"06071","La Paz",-113.981207,33.7291609
"51","04012","06","037","04","012","AZ","La Paz County",28,40,1982,"06037","La Paz",-113.981207,33.7291609
"52","04013","06","029","04","013","AZ","Maricopa County",274,519,25723,"06029","Maricopa",-112.4908888,33.34875974
"53","04013","06","065","04","013","AZ","Maricopa County",1871,3542,129546,"06065","Maricopa",-112.4908888,33.34875974
"54","04013","06","107","04","013","AZ","Maricopa County",91,157,5276,"06107","Maricopa",-112.4908888,33.34875974
"55","04013","06","111","04","013","AZ","Maricopa County",577,1071,60996,"06111","Maricopa",-112.4908888,33.34875974
"56","04013","06","115","04","013","AZ","Maricopa County",24,57,657,"06115","Maricopa",-112.4908888,33.34875974
"57","04013","06","075","04","013","AZ","Maricopa County",371,472,65984,"06075","Maricopa",-112.4908888,33.34875974
"58","04013","06","067","04","013","AZ","Maricopa County",535,950,39212,"06067","Maricopa",-112.4908888,33.34875974
"59","04013","06","089","04","013","AZ","Maricopa County",55,89,5413,"06089","Maricopa",-112.4908888,33.34875974
"60","04013","06","045","04","013","AZ","Maricopa County",31,51,1451,"06045","Maricopa",-112.4908888,33.34875974
"61","04013","06","101","04","013","AZ","Maricopa County",20,38,767,"06101","Maricopa",-112.4908888,33.34875974
"62","04013","06","071","04","013","AZ","Maricopa County",1301,2554,98364,"06071","Maricopa",-112.4908888,33.34875974
"63","04013","06","007","04","013","AZ","Maricopa County",65,101,3408,"06007","Maricopa",-112.4908888,33.34875974
"64","04013","06","041","04","013","AZ","Maricopa County",91,168,21675,"06041","Maricopa",-112.4908888,33.34875974
"65","04013","06","077","04","013","AZ","Maricopa County",249,543,19682,"06077","Maricopa",-112.4908888,33.34875974
"66","04013","06","113","04","013","AZ","Maricopa County",60,106,3814,"06113","Maricopa",-112.4908888,33.34875974
"67","04013","06","009","04","013","AZ","Maricopa County",21,41,3009,"06009","Maricopa",-112.4908888,33.34875974
"68","04013","06","085","04","013","AZ","Maricopa County",903,1640,267937,"06085","Maricopa",-112.4908888,33.34875974
"69","04013","06","001","04","013","AZ","Maricopa County",606,1138,87186,"06001","Maricopa",-112.4908888,33.34875974
"70","04013","06","031","04","013","AZ","Maricopa County",39,70,1689,"06031","Maricopa",-112.4908888,33.34875974
"71","04013","06","109","04","013","AZ","Maricopa County",28,43,1849,"06109","Maricopa",-112.4908888,33.34875974
"72","04013","06","053","04","013","AZ","Maricopa County",177,324,15977,"06053","Maricopa",-112.4908888,33.34875974
"73","04013","06","019","04","013","AZ","Maricopa County",230,466,14616,"06019","Maricopa",-112.4908888,33.34875974
"74","04013","06","047","04","013","AZ","Maricopa County",60,92,2644,"06047","Maricopa",-112.4908888,33.34875974
"75","04013","06","081","04","013","AZ","Maricopa County",278,473,59937,"06081","Maricopa",-112.4908888,33.34875974
"76","04013","06","061","04","013","AZ","Maricopa County",207,376,21519,"06061","Maricopa",-112.4908888,33.34875974
"77","04013","06","087","04","013","AZ","Maricopa County",91,140,8533,"06087","Maricopa",-112.4908888,33.34875974
"78","04013","06","059","04","013","AZ","Maricopa County",2221,3939,226443,"06059","Maricopa",-112.4908888,33.34875974
"79","04013","06","025","04","013","AZ","Maricopa County",187,365,7532,"06025","Maricopa",-112.4908888,33.34875974
"80","04013","06","097","04","013","AZ","Maricopa County",197,372,21582,"06097","Maricopa",-112.4908888,33.34875974
"81","04013","06","013","04","013","AZ","Maricopa County",529,995,84854,"06013","Maricopa",-112.4908888,33.34875974
"82","04013","06","083","04","013","AZ","Maricopa County",220,369,20030,"06083","Maricopa",-112.4908888,33.34875974
"83","04013","06","023","04","013","AZ","Maricopa County",32,46,2019,"06023","Maricopa",-112.4908888,33.34875974
"84","04013","06","095","04","013","AZ","Maricopa County",194,358,12819,"06095","Maricopa",-112.4908888,33.34875974
"85","04013","06","037","04","013","AZ","Maricopa County",4670,8004,414537,"06037","Maricopa",-112.4908888,33.34875974
"86","04013","06","073","04","013","AZ","Maricopa County",2717,4795,244141,"06073","Maricopa",-112.4908888,33.34875974
"87","04013","06","069","04","013","AZ","Maricopa County",25,39,1802,"06069","Maricopa",-112.4908888,33.34875974
"88","04013","06","039","04","013","AZ","Maricopa County",35,61,1785,"06039","Maricopa",-112.4908888,33.34875974
"89","04013","06","057","04","013","AZ","Maricopa County",47,76,6635,"06057","Maricopa",-112.4908888,33.34875974
"90","04013","06","099","04","013","AZ","Maricopa County",152,290,9592,"06099","Maricopa",-112.4908888,33.34875974
"91","04013","06","055","04","013","AZ","Maricopa County",56,98,7682,"06055","Maricopa",-112.4908888,33.34875974
"92","04013","06","079","04","013","AZ","Maricopa County",159,237,14238,"06079","Maricopa",-112.4908888,33.34875974
"93","04013","06","017","04","013","AZ","Maricopa County",101,191,12997,"06017","Maricopa",-112.4908888,33.34875974
"94","04015","06","067","04","015","AZ","Mohave County",47,88,2493,"06067","Mohave",-113.7581706,35.70456821
"95","04015","06","079","04","015","AZ","Mohave County",26,49,1299,"06079","Mohave",-113.7581706,35.70456821
"96","04015","06","025","04","015","AZ","Mohave County",23,42,849,"06025","Mohave",-113.7581706,35.70456821
"97","04015","06","085","04","015","AZ","Mohave County",21,46,1761,"06085","Mohave",-113.7581706,35.70456821
"98","04015","06","083","04","015","AZ","Mohave County",30,46,1623,"06083","Mohave",-113.7581706,35.70456821
"99","04015","06","111","04","015","AZ","Mohave County",74,132,5606,"06111","Mohave",-113.7581706,35.70456821
"100","04015","06","037","04","015","AZ","Mohave County",633,1092,46060,"06037","Mohave",-113.7581706,35.70456821
"101","04015","06","029","04","015","AZ","Mohave County",91,161,6346,"06029","Mohave",-113.7581706,35.70456821
"102","04015","06","073","04","015","AZ","Mohave County",288,475,36770,"06073","Mohave",-113.7581706,35.70456821
"103","04015","06","065","04","015","AZ","Mohave County",696,1273,54510,"06065","Mohave",-113.7581706,35.70456821
"104","04015","06","019","04","015","AZ","Mohave County",24,38,1485,"06019","Mohave",-113.7581706,35.70456821
"105","04015","06","059","04","015","AZ","Mohave County",404,687,32579,"06059","Mohave",-113.7581706,35.70456821
"106","04015","06","001","04","015","AZ","Mohave County",24,36,1198,"06001","Mohave",-113.7581706,35.70456821
"107","04015","06","071","04","015","AZ","Mohave County",765,1467,52580,"06071","Mohave",-113.7581706,35.70456821
"108","04017","06","065","04","017","AZ","Navajo County",42,93,3117,"06065","Navajo",-110.3213121,35.39960537
"109","04017","06","073","04","017","AZ","Navajo County",42,80,4032,"06073","Navajo",-110.3213121,35.39960537
"110","04017","06","071","04","017","AZ","Navajo County",29,46,2365,"06071","Navajo",-110.3213121,35.39960537
"111","04017","06","037","04","017","AZ","Navajo County",37,58,2877,"06037","Navajo",-110.3213121,35.39960537
"112","04019","06","113","04","019","AZ","Pima County",21,36,1118,"06113","Pima",-111.7896381,32.09723099
"113","04019","06","061","04","019","AZ","Pima County",37,60,2611,"06061","Pima",-111.7896381,32.09723099
"114","04019","06","019","04","019","AZ","Pima County",40,78,2869,"06019","Pima",-111.7896381,32.09723099
"115","04019","06","075","04","019","AZ","Pima County",77,100,13096,"06075","Pima",-111.7896381,32.09723099
"116","04019","06","029","04","019","AZ","Pima County",63,126,5963,"06029","Pima",-111.7896381,32.09723099
"117","04019","06","073","04","019","AZ","Pima County",545,988,43146,"06073","Pima",-111.7896381,32.09723099
"118","04019","06","053","04","019","AZ","Pima County",75,120,5171,"06053","Pima",-111.7896381,32.09723099
"119","04019","06","077","04","019","AZ","Pima County",42,67,2970,"06077","Pima",-111.7896381,32.09723099
"120","04019","06","067","04","019","AZ","Pima County",125,197,9773,"06067","Pima",-111.7896381,32.09723099
"121","04019","06","095","04","019","AZ","Pima County",55,98,4905,"06095","Pima",-111.7896381,32.09723099
"122","04019","06","081","04","019","AZ","Pima County",39,63,6057,"06081","Pima",-111.7896381,32.09723099
"123","04019","06","099","04","019","AZ","Pima County",28,45,1580,"06099","Pima",-111.7896381,32.09723099
"124","04019","06","059","04","019","AZ","Pima County",286,457,24393,"06059","Pima",-111.7896381,32.09723099
"125","04019","06","083","04","019","AZ","Pima County",61,92,4513,"06083","Pima",-111.7896381,32.09723099
"126","04019","06","087","04","019","AZ","Pima County",31,58,3249,"06087","Pima",-111.7896381,32.09723099
"127","04019","06","085","04","019","AZ","Pima County",119,191,17489,"06085","Pima",-111.7896381,32.09723099
"128","04019","06","071","04","019","AZ","Pima County",198,350,10762,"06071","Pima",-111.7896381,32.09723099
"129","04019","06","065","04","019","AZ","Pima County",269,478,17446,"06065","Pima",-111.7896381,32.09723099
"130","04019","06","001","04","019","AZ","Pima County",124,213,14832,"06001","Pima",-111.7896381,32.09723099
"131","04019","06","097","04","019","AZ","Pima County",50,82,4994,"06097","Pima",-111.7896381,32.09723099
"132","04019","06","013","04","019","AZ","Pima County",95,169,12122,"06013","Pima",-111.7896381,32.09723099
"133","04019","06","111","04","019","AZ","Pima County",91,141,7629,"06111","Pima",-111.7896381,32.09723099
"134","04019","06","079","04","019","AZ","Pima County",25,40,1929,"06079","Pima",-111.7896381,32.09723099
"135","04019","06","025","04","019","AZ","Pima County",22,34,732,"06025","Pima",-111.7896381,32.09723099
"136","04019","06","037","04","019","AZ","Pima County",689,1098,47574,"06037","Pima",-111.7896381,32.09723099
"137","04021","06","065","04","021","AZ","Pinal County",258,514,18892,"06065","Pinal",-111.34488,32.90415087
"138","04021","06","001","04","021","AZ","Pinal County",68,132,7314,"06001","Pinal",-111.34488,32.90415087
"139","04021","06","053","04","021","AZ","Pinal County",24,42,1592,"06053","Pinal",-111.34488,32.90415087
"140","04021","06","059","04","021","AZ","Pinal County",205,406,16071,"06059","Pinal",-111.34488,32.90415087
"141","04021","06","097","04","021","AZ","Pinal County",27,44,1943,"06097","Pinal",-111.34488,32.90415087
"142","04021","06","077","04","021","AZ","Pinal County",43,83,3058,"06077","Pinal",-111.34488,32.90415087
"143","04021","06","061","04","021","AZ","Pinal County",31,49,2214,"06061","Pinal",-111.34488,32.90415087
"144","04021","06","073","04","021","AZ","Pinal County",273,570,18625,"06073","Pinal",-111.34488,32.90415087
"145","04021","06","085","04","021","AZ","Pinal County",60,120,8207,"06085","Pinal",-111.34488,32.90415087
"146","04021","06","019","04","021","AZ","Pinal County",32,94,2536,"06019","Pinal",-111.34488,32.90415087
"147","04021","06","111","04","021","AZ","Pinal County",67,126,5097,"06111","Pinal",-111.34488,32.90415087
"148","04021","06","071","04","021","AZ","Pinal County",199,421,12066,"06071","Pinal",-111.34488,32.90415087
"149","04021","06","099","04","021","AZ","Pinal County",28,64,1922,"06099","Pinal",-111.34488,32.90415087
"150","04021","06","013","04","021","AZ","Pinal County",55,110,6237,"06013","Pinal",-111.34488,32.90415087
"151","04021","06","095","04","021","AZ","Pinal County",31,64,2086,"06095","Pinal",-111.34488,32.90415087
"152","04021","06","029","04","021","AZ","Pinal County",45,104,3073,"06029","Pinal",-111.34488,32.90415087
"153","04021","06","067","04","021","AZ","Pinal County",100,173,7021,"06067","Pinal",-111.34488,32.90415087
"154","04021","06","037","04","021","AZ","Pinal County",403,744,23946,"06037","Pinal",-111.34488,32.90415087
"155","04025","06","067","04","025","AZ","Yavapai County",48,85,5013,"06067","Yavapai",-112.5538467,34.59969928
"156","04025","06","111","04","025","AZ","Yavapai County",123,215,13609,"06111","Yavapai",-112.5538467,34.59969928
"157","04025","06","019","04","025","AZ","Yavapai County",25,39,2546,"06019","Yavapai",-112.5538467,34.59969928
"158","04025","06","001","04","025","AZ","Yavapai County",44,79,8192,"06001","Yavapai",-112.5538467,34.59969928
"159","04025","06","081","04","025","AZ","Yavapai County",21,28,2717,"06081","Yavapai",-112.5538467,34.59969928
"160","04025","06","097","04","025","AZ","Yavapai County",39,64,4908,"06097","Yavapai",-112.5538467,34.59969928
"161","04025","06","073","04","025","AZ","Yavapai County",386,693,47219,"06073","Yavapai",-112.5538467,34.59969928
"162","04025","06","083","04","025","AZ","Yavapai County",48,88,4539,"06083","Yavapai",-112.5538467,34.59969928
"163","04025","06","065","04","025","AZ","Yavapai County",366,700,32508,"06065","Yavapai",-112.5538467,34.59969928
"164","04025","06","037","04","025","AZ","Yavapai County",484,803,46473,"06037","Yavapai",-112.5538467,34.59969928
"165","04025","06","013","04","025","AZ","Yavapai County",47,89,7155,"06013","Yavapai",-112.5538467,34.59969928
"166","04025","06","061","04","025","AZ","Yavapai County",20,36,2260,"06061","Yavapai",-112.5538467,34.59969928
"167","04025","06","085","04","025","AZ","Yavapai County",59,104,17630,"06085","Yavapai",-112.5538467,34.59969928
"168","04025","06","077","04","025","AZ","Yavapai County",21,39,2151,"06077","Yavapai",-112.5538467,34.59969928
"169","04025","06","071","04","025","AZ","Yavapai County",202,376,16315,"06071","Yavapai",-112.5538467,34.59969928
"170","04025","06","059","04","025","AZ","Yavapai County",367,625,53672,"06059","Yavapai",-112.5538467,34.59969928
"171","04025","06","029","04","025","AZ","Yavapai County",59,119,5725,"06029","Yavapai",-112.5538467,34.59969928
"172","04025","06","079","04","025","AZ","Yavapai County",47,80,3220,"06079","Yavapai",-112.5538467,34.59969928
"173","04027","06","025","04","027","AZ","Yuma County",352,767,17790,"06025","Yuma",-113.9058099,32.76933672
"174","04027","06","019","04","027","AZ","Yuma County",31,56,978,"06019","Yuma",-113.9058099,32.76933672
"175","04027","06","067","04","027","AZ","Yuma County",20,43,1355,"06067","Yuma",-113.9058099,32.76933672
"176","04027","06","037","04","027","AZ","Yuma County",147,278,7897,"06037","Yuma",-113.9058099,32.76933672
"177","04027","06","029","04","027","AZ","Yuma County",28,55,1110,"06029","Yuma",-113.9058099,32.76933672
"178","04027","06","071","04","027","AZ","Yuma County",87,180,3618,"06071","Yuma",-113.9058099,32.76933672
"179","04027","06","053","04","027","AZ","Yuma County",159,337,8050,"06053","Yuma",-113.9058099,32.76933672
"180","04027","06","065","04","027","AZ","Yuma County",173,334,6857,"06065","Yuma",-113.9058099,32.76933672
"181","04027","06","059","04","027","AZ","Yuma County",82,153,3771,"06059","Yuma",-113.9058099,32.76933672
"182","04027","06","073","04","027","AZ","Yuma County",454,913,34238,"06073","Yuma",-113.9058099,32.76933672
"183","05007","06","037","05","007","AR","Benton County",153,310,12447,"06037","Benton",-94.25598718,36.33873798
"184","05007","06","073","05","007","AR","Benton County",79,170,6545,"06073","Benton",-94.25598718,36.33873798
"185","05007","06","059","05","007","AR","Benton County",69,150,7220,"06059","Benton",-94.25598718,36.33873798
"186","05007","06","085","05","007","AR","Benton County",26,60,4338,"06085","Benton",-94.25598718,36.33873798
"187","05007","06","111","05","007","AR","Benton County",36,80,2602,"06111","Benton",-94.25598718,36.33873798
"188","05007","06","081","05","007","AR","Benton County",20,36,3770,"06081","Benton",-94.25598718,36.33873798
"189","05007","06","029","05","007","AR","Benton County",35,88,3491,"06029","Benton",-94.25598718,36.33873798
"190","05007","06","067","05","007","AR","Benton County",22,53,1803,"06067","Benton",-94.25598718,36.33873798
"191","05007","06","071","05","007","AR","Benton County",51,126,3767,"06071","Benton",-94.25598718,36.33873798
"192","05007","06","001","05","007","AR","Benton County",22,51,3699,"06001","Benton",-94.25598718,36.33873798
"193","05007","06","065","05","007","AR","Benton County",61,126,4941,"06065","Benton",-94.25598718,36.33873798
"194","05119","06","037","05","119","AR","Pulaski County",92,141,4316,"06037","Pulaski",-92.31191414,34.76993891
"195","05119","06","067","05","119","AR","Pulaski County",32,51,1497,"06067","Pulaski",-92.31191414,34.76993891
"196","05119","06","059","05","119","AR","Pulaski County",20,30,908,"06059","Pulaski",-92.31191414,34.76993891
"197","05119","06","073","05","119","AR","Pulaski County",37,83,2045,"06073","Pulaski",-92.31191414,34.76993891
"198","05119","06","071","05","119","AR","Pulaski County",24,51,779,"06071","Pulaski",-92.31191414,34.76993891
"199","05131","06","037","05","131","AR","Sebastian County",32,70,1454,"06037","Sebastian",-94.27397371,35.19943145
"200","05143","06","067","05","143","AR","Washington County",24,57,1986,"06067","Washington",-94.21571712,35.97899668
"201","05143","06","059","05","143","AR","Washington County",26,55,1100,"06059","Washington",-94.21571712,35.97899668
"202","05143","06","073","05","143","AR","Washington County",37,75,1957,"06073","Washington",-94.21571712,35.97899668
"203","05143","06","071","05","143","AR","Washington County",26,62,1672,"06071","Washington",-94.21571712,35.97899668
"204","05143","06","037","05","143","AR","Washington County",66,129,3827,"06037","Washington",-94.21571712,35.97899668
"205","06001","06","059","06","001","CA","Alameda County",618,902,58593,"06059","Alameda",-121.888612,37.64642367
"206","06001","06","031","06","001","CA","Alameda County",25,43,839,"06031","Alameda",-121.888612,37.64642367
"207","06001","06","111","06","001","CA","Alameda County",143,205,13750,"06111","Alameda",-121.888612,37.64642367
"208","06001","06","013","06","001","CA","Alameda County",5580,8881,518489,"06013","Alameda",-121.888612,37.64642367
"209","06001","06","041","06","001","CA","Alameda County",411,569,41784,"06041","Alameda",-121.888612,37.64642367
"210","06001","06","055","06","001","CA","Alameda County",85,119,8271,"06055","Alameda",-121.888612,37.64642367
"211","06001","06","053","06","001","CA","Alameda County",174,259,11083,"06053","Alameda",-121.888612,37.64642367
"212","06001","06","073","06","001","CA","Alameda County",734,1022,59892,"06073","Alameda",-121.888612,37.64642367
"213","06001","06","033","06","001","CA","Alameda County",22,31,907,"06033","Alameda",-121.888612,37.64642367
"214","06001","06","085","06","001","CA","Alameda County",7861,14438,1477732,"06085","Alameda",-121.888612,37.64642367
"215","06001","06","023","06","001","CA","Alameda County",42,50,1683,"06023","Alameda",-121.888612,37.64642367
"216","06001","06","083","06","001","CA","Alameda County",153,196,8765,"06083","Alameda",-121.888612,37.64642367
"217","06001","06","097","06","001","CA","Alameda County",358,504,26252,"06097","Alameda",-121.888612,37.64642367
"218","06001","06","067","06","001","CA","Alameda County",1011,1525,62274,"06067","Alameda",-121.888612,37.64642367
"219","06001","06","019","06","001","CA","Alameda County",224,362,14836,"06019","Alameda",-121.888612,37.64642367
"220","06001","06","069","06","001","CA","Alameda County",33,53,2271,"06069","Alameda",-121.888612,37.64642367
"221","06001","06","077","06","001","CA","Alameda County",1524,2714,104570,"06077","Alameda",-121.888612,37.64642367
"222","06001","06","071","06","001","CA","Alameda County",217,326,12947,"06071","Alameda",-121.888612,37.64642367
"223","06001","06","079","06","001","CA","Alameda County",111,138,7467,"06079","Alameda",-121.888612,37.64642367
"224","06001","06","017","06","001","CA","Alameda County",73,107,5917,"06017","Alameda",-121.888612,37.64642367
"225","06001","06","029","06","001","CA","Alameda County",87,115,4341,"06029","Alameda",-121.888612,37.64642367
"226","06001","06","101","06","001","CA","Alameda County",23,56,1739,"06101","Alameda",-121.888612,37.64642367
"227","06001","06","005","06","001","CA","Alameda County",24,35,1821,"06005","Alameda",-121.888612,37.64642367
"228","06001","06","047","06","001","CA","Alameda County",120,207,7218,"06047","Alameda",-121.888612,37.64642367
"229","06001","06","113","06","001","CA","Alameda County",241,319,14968,"06113","Alameda",-121.888612,37.64642367
"230","06001","06","095","06","001","CA","Alameda County",748,1160,44487,"06095","Alameda",-121.888612,37.64642367
"231","06001","06","037","06","001","CA","Alameda County",1965,2642,163966,"06037","Alameda",-121.888612,37.64642367
"232","06001","06","089","06","001","CA","Alameda County",46,68,2353,"06089","Alameda",-121.888612,37.64642367
"233","06001","06","099","06","001","CA","Alameda County",449,793,25082,"06099","Alameda",-121.888612,37.64642367
"234","06001","06","001","06","001","CA","Alameda County Non-migrants",620850,1222860,83859237,"06001","Alameda",-121.888612,37.64642367
"235","06001","06","009","06","001","CA","Alameda County",36,55,2315,"06009","Alameda",-121.888612,37.64642367
"236","06001","06","057","06","001","CA","Alameda County",58,81,6144,"06057","Alameda",-121.888612,37.64642367
"237","06001","06","065","06","001","CA","Alameda County",232,322,15422,"06065","Alameda",-121.888612,37.64642367
"238","06001","06","075","06","001","CA","Alameda County",6285,8726,1067781,"06075","Alameda",-121.888612,37.64642367
"239","06001","06","107","06","001","CA","Alameda County",49,70,3568,"06107","Alameda",-121.888612,37.64642367
"240","06001","06","061","06","001","CA","Alameda County",164,263,13454,"06061","Alameda",-121.888612,37.64642367
"241","06001","06","039","06","001","CA","Alameda County",34,44,1216,"06039","Alameda",-121.888612,37.64642367
"242","06001","06","081","06","001","CA","Alameda County",3572,5926,602179,"06081","Alameda",-121.888612,37.64642367
"243","06001","06","045","06","001","CA","Alameda County",38,51,1670,"06045","Alameda",-121.888612,37.64642367
"244","06001","06","087","06","001","CA","Alameda County",256,319,19373,"06087","Alameda",-121.888612,37.64642367
"245","06001","06","109","06","001","CA","Alameda County",41,56,2662,"06109","Alameda",-121.888612,37.64642367
"246","06001","06","007","06","001","CA","Alameda County",94,110,5402,"06007","Alameda",-121.888612,37.64642367
"247","06003","06","003","06","003","CA","Alpine County Non-migrants",361,650,25129,"06003","Alpine",-119.8206263,38.59721624
"248","06005","06","013","06","005","CA","Amador County",56,97,5707,"06013","Amador",-120.651296,38.44638702
"249","06005","06","073","06","005","CA","Amador County",27,35,912,"06073","Amador",-120.651296,38.44638702
"250","06005","06","081","06","005","CA","Amador County",38,58,5844,"06081","Amador",-120.651296,38.44638702
"251","06005","06","085","06","005","CA","Amador County",59,90,5672,"06085","Amador",-120.651296,38.44638702
"252","06005","06","099","06","005","CA","Amador County",39,68,2573,"06099","Amador",-120.651296,38.44638702
"253","06005","06","017","06","005","CA","Amador County",101,177,6392,"06017","Amador",-120.651296,38.44638702
"254","06005","06","109","06","005","CA","Amador County",20,26,561,"06109","Amador",-120.651296,38.44638702
"255","06005","06","005","06","005","CA","Amador County Non-migrants",15392,28379,1063797,"06005","Amador",-120.651296,38.44638702
"256","06005","06","061","06","005","CA","Amador County",46,80,3393,"06061","Amador",-120.651296,38.44638702
"257","06005","06","009","06","005","CA","Amador County",111,200,6018,"06009","Amador",-120.651296,38.44638702
"258","06005","06","071","06","005","CA","Amador County",21,29,449,"06071","Amador",-120.651296,38.44638702
"259","06005","06","077","06","005","CA","Amador County",165,290,10865,"06077","Amador",-120.651296,38.44638702
"260","06005","06","019","06","005","CA","Amador County",26,29,730,"06019","Amador",-120.651296,38.44638702
"261","06005","06","087","06","005","CA","Amador County",21,38,1450,"06087","Amador",-120.651296,38.44638702
"262","06005","06","001","06","005","CA","Amador County",70,114,7312,"06001","Amador",-120.651296,38.44638702
"263","06005","06","095","06","005","CA","Amador County",30,44,1921,"06095","Amador",-120.651296,38.44638702
